run_id,swing_family,swing_param,top_family,top_params,bottom_family,bottom_params,integration,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,pct_days_cash,rebalances,swing_count,structure_entries,structure_exits,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,pct_days_1x
atr_1p5__top_classic_exitLH_LL_k2__bot_capitulation_k3__structure_only,atr,1.5,classic,"{""exit"": ""LH_LL"", ""k"": 2}",capitulation,"{""k"": 3}",structure_only,0.049441278386782805,0.0826714134954757,0.6118649485015748,-0.1782886060188268,0.27731036486741023,343.1379469649461,77.3800339453788,135,1027.0,67.0,67.0,,,,,
atr_1p5__top_classic_exitLH_LL_k2__bot_capitulation_k3__guarded,atr,1.5,classic,"{""exit"": ""LH_LL"", ""k"": 2}",capitulation,"{""k"": 3}",guarded,0.13830391475899972,0.13354580487761625,2.843356925655387,-0.3111952789213641,0.44442806214276703,2784.3113813018144,35.25690479864218,677,1027.0,71.0,142.0,10.0,2.0,164.0,1964.0,64.74309520135782
atr_1p5__top_classic_exitLH_k3__bot_capitulation_k3__structure_only,atr,1.5,classic,"{""exit"": ""LH"", ""k"": 3}",capitulation,"{""k"": 3}",structure_only,0.10524463206052781,0.1320017161906588,0.7911698512696657,-0.26952118022696747,0.3904874265239558,1303.2388012177064,43.46551458108316,80,1027.0,40.0,39.0,,,,,
atr_1p5__top_classic_exitLH_k3__bot_capitulation_k3__guarded,atr,1.5,classic,"{""exit"": ""LH"", ""k"": 3}",capitulation,"{""k"": 3}",guarded,0.15068609317524828,0.13503808059016154,2.9069665514882868,-0.31131769591818353,0.48402675193526307,3679.1189796709245,33.80651134084246,681,1027.0,71.0,54.0,10.0,2.0,437.0,1964.0,66.19348865915754
atr_1p5__top_classic_exitLL_k3__bot_capitulation_k3__structure_only,atr,1.5,classic,"{""exit"": ""LL"", ""k"": 3}",capitulation,"{""k"": 3}",structure_only,0.08337909287866263,0.14231200627061522,0.560365513188145,-0.3545765723545972,0.2351511616376016,778.9321081316689,31.985804659774725,60,1027.0,30.0,29.0,,,,,
atr_1p5__top_classic_exitLL_k3__bot_capitulation_k3__guarded,atr,1.5,classic,"{""exit"": ""LL"", ""k"": 3}",capitulation,"{""k"": 3}",guarded,0.14691242688670636,0.1358725460865252,2.9216237454557072,-0.31475834190098845,0.4667467302039597,3380.630793681099,33.60592501157229,697,1027.0,71.0,36.0,10.0,2.0,546.0,1964.0,66.3940749884277
atr_1p5__top_classic_exitLH_k4__bot_capitulation_k3__structure_only,atr,1.5,classic,"{""exit"": ""LH"", ""k"": 4}",capitulation,"{""k"": 3}",structure_only,0.11343193983839739,0.14950045145343602,0.7003695767502678,-0.363353005765639,0.3121810967254265,1576.101394508702,25.752198734763155,48,1027.0,24.0,23.0,,,,,
atr_1p5__top_classic_exitLH_k4__bot_capitulation_k3__guarded,atr,1.5,classic,"{""exit"": ""LH"", ""k"": 4}",capitulation,"{""k"": 3}",guarded,0.14962455499143767,0.1352631840752319,2.92438920787258,-0.31131769591818353,0.4806169291152664,3592.6862890094494,33.55963585866379,691,1027.0,71.0,30.0,10.0,2.0,617.0,1964.0,66.44036414133622
atr_1p5__top_classic_exitLL_k4__bot_capitulation_k3__structure_only,atr,1.5,classic,"{""exit"": ""LL"", ""k"": 4}",capitulation,"{""k"": 3}",structure_only,0.09490196738015433,0.15025505087219349,0.5806192712927611,-0.383530612878329,0.24744300505227457,1022.9413220634318,25.243018052769635,44,1027.0,22.0,21.0,,,,,
atr_1p5__top_classic_exitLL_k4__bot_capitulation_k3__guarded,atr,1.5,classic,"{""exit"": ""LL"", ""k"": 4}",capitulation,"{""k"": 3}",guarded,0.1597014671637762,0.13705088755321884,2.9947067021759226,-0.3173507050706316,0.503233377497088,4498.26972994623,32.140101836136395,701,1027.0,71.0,25.0,10.0,2.0,588.0,1964.0,67.85989816386359
atr_1p5__top_classic_exitLH_LL_k4__bot_capitulation_k3__structure_only,atr,1.5,classic,"{""exit"": ""LH_LL"", ""k"": 4}",capitulation,"{""k"": 3}",structure_only,0.06859366374775311,0.12450100586444593,0.4878286688176215,-0.3593675313806448,0.1908732919866881,546.7406577168439,45.73368307359975,78,1027.0,39.0,38.0,,,,,
atr_1p5__top_classic_exitLH_LL_k4__bot_capitulation_k3__guarded,atr,1.5,classic,"{""exit"": ""LH_LL"", ""k"": 4}",capitulation,"{""k"": 3}",guarded,0.14128037146082773,0.13444307295419117,2.891777072491586,-0.3112180302318948,0.45395946807952253,2978.0369998212236,33.960808517204136,693,1027.0,71.0,55.0,10.0,2.0,436.0,1964.0,66.03919148279587
atr_1p5__top_failed_hh_m3__bot_capitulation_k3__structure_only,atr,1.5,failed_hh,"{""m"": 3}",capitulation,"{""k"": 3}",structure_only,0.08502959082569328,0.07544532861810391,1.3333300295256485,-0.14431018846097907,0.589214051568403,810.0817504172508,79.09273260299337,126,1027.0,64.0,63.0,,,,,
atr_1p5__top_failed_hh_m3__bot_capitulation_k3__guarded,atr,1.5,failed_hh,"{""m"": 3}",capitulation,"{""k"": 3}",guarded,0.13870731990850182,0.1334225213690729,2.8661612087074815,-0.31042773978785243,0.446826433756516,2809.8392462939214,35.30319395155069,683,1027.0,71.0,167.0,10.0,2.0,194.0,1964.0,64.69680604844932
atr_1p5__top_failed_hh_m5__bot_capitulation_k3__structure_only,atr,1.5,failed_hh,"{""m"": 5}",capitulation,"{""k"": 3}",structure_only,0.08184398789662306,0.07398121361129437,1.3041616415377546,-0.14431018846097904,0.567139359801705,750.9960355909765,80.0648048140719,126,1027.0,64.0,63.0,,,,,
atr_1p5__top_failed_hh_m5__bot_capitulation_k3__guarded,atr,1.5,failed_hh,"{""m"": 5}",capitulation,"{""k"": 3}",guarded,0.13870731990850182,0.1334225213690729,2.8661612087074815,-0.31042773978785243,0.446826433756516,2809.8392462939214,35.30319395155069,683,1027.0,71.0,177.0,10.0,2.0,187.0,1964.0,64.69680604844932
atr_1p5__top_hl_decay_k3_n_hl2__bot_capitulation_k3__structure_only,atr,1.5,hl_decay,"{""k"": 3, ""n_hl"": 2}",capitulation,"{""k"": 3}",structure_only,0.05827809538184203,0.10517773165768782,0.5473926506362541,-0.21366353301614308,0.27275639674758584,425.86274524981775,61.33312760376485,108,1027.0,54.0,53.0,,,,,
atr_1p5__top_hl_decay_k3_n_hl2__bot_capitulation_k3__guarded,atr,1.5,hl_decay,"{""k"": 3, ""n_hl"": 2}",capitulation,"{""k"": 3}",guarded,0.1392687835744466,0.13387704429666353,2.8491730264797015,-0.3112180302318948,0.44749587120860135,2845.7439333215534,34.84030242246567,679,1027.0,71.0,90.0,10.0,2.0,305.0,1964.0,65.15969757753433
atr_1p5__top_hl_decay_k3_n_hl3__bot_capitulation_k3__structure_only,atr,1.5,hl_decay,"{""k"": 3, ""n_hl"": 3}",capitulation,"{""k"": 3}",structure_only,0.05827809538184203,0.10517773165768782,0.5473926506362541,-0.21366353301614308,0.27275639674758584,425.86274524981775,61.33312760376485,108,1027.0,54.0,53.0,,,,,
atr_1p5__top_hl_decay_k3_n_hl3__bot_capitulation_k3__guarded,atr,1.5,hl_decay,"{""k"": 3, ""n_hl"": 3}",capitulation,"{""k"": 3}",guarded,0.1392687835744466,0.13387704429666353,2.8491730264797015,-0.3112180302318948,0.44749587120860135,2845.7439333215534,34.84030242246567,679,1027.0,71.0,90.0,10.0,2.0,305.0,1964.0,65.15969757753433
atr_1p5__top_extension_ext_pct0.0_k2__bot_capitulation_k3__structure_only,atr,1.5,extension,"{""ext_pct"": 0.0, ""k"": 2}",capitulation,"{""k"": 3}",structure_only,0.050979502118576825,0.09235288456853719,0.5853742581122708,-0.18479767060041807,0.27586658399395153,356.33075187394,72.47338373707761,126,1027.0,63.0,62.0,,,,,
atr_1p5__top_extension_ext_pct0.0_k2__bot_capitulation_k3__guarded,atr,1.5,extension,"{""ext_pct"": 0.0, ""k"": 2}",capitulation,"{""k"": 3}",guarded,0.13835349633460625,0.1336685845748844,2.847318587149268,-0.3112180302318948,0.44455488723296743,2787.4368932697616,35.102607622280516,679,1027.0,71.0,126.0,10.0,2.0,221.0,1964.0,64.89739237771948
atr_1p5__top_extension_ext_pct0.0_k3__bot_capitulation_k3__structure_only,atr,1.5,extension,"{""ext_pct"": 0.0, ""k"": 3}",capitulation,"{""k"": 3}",structure_only,0.056460611709210795,0.1156122808914139,0.456730177066519,-0.3280959104008201,0.17208569177298003,407.4192985943827,54.26631692640025,98,1027.0,49.0,48.0,,,,,
atr_1p5__top_extension_ext_pct0.0_k3__bot_capitulation_k3__guarded,atr,1.5,extension,"{""ext_pct"": 0.0, ""k"": 3}",capitulation,"{""k"": 3}",guarded,0.13821913974484468,0.1341050869189499,2.8667807059887744,-0.3112180302318948,0.4441231751317712,2778.9751555034704,34.59342694028699,689,1027.0,71.0,75.0,10.0,2.0,376.0,1964.0,65.406573059713
atr_1p5__top_extension_ext_pct0.05_k2__bot_capitulation_k3__structure_only,atr,1.5,extension,"{""ext_pct"": 0.05, ""k"": 2}",capitulation,"{""k"": 3}",structure_only,0.11432741714495354,0.14044306501138068,0.7596893551742627,-0.3600264836483167,0.317552797745378,1609.0784485491756,24.02407035951242,44,1027.0,22.0,21.0,,,,,
atr_1p5__top_extension_ext_pct0.05_k2__bot_capitulation_k3__guarded,atr,1.5,extension,"{""ext_pct"": 0.05, ""k"": 2}",capitulation,"{""k"": 3}",guarded,0.14995418152128082,0.1358419396829122,2.9251997743930014,-0.3141276669279612,0.4773669985447979,3619.314054692788,32.83443912976393,693,1027.0,71.0,31.0,10.0,2.0,634.0,1964.0,67.16556087023608
atr_1p5__top_extension_ext_pct0.05_k3__bot_capitulation_k3__structure_only,atr,1.5,extension,"{""ext_pct"": 0.05, ""k"": 3}",capitulation,"{""k"": 3}",structure_only,0.11117952390532992,0.14349351218250392,0.7100136404431727,-0.3754735945278325,0.29610477414567854,1496.000238150223,21.971917913902175,40,1027.0,20.0,19.0,,,,,
atr_1p5__top_extension_ext_pct0.05_k3__bot_capitulation_k3__guarded,atr,1.5,extension,"{""ext_pct"": 0.05, ""k"": 3}",capitulation,"{""k"": 3}",guarded,0.14995418152128082,0.1358419396829122,2.9251997743930014,-0.3141276669279612,0.4773669985447979,3619.314054692788,32.83443912976393,693,1027.0,71.0,26.0,10.0,2.0,641.0,1964.0,67.16556087023608
atr_1p5__top_extension_ext_pct0.1_k2__bot_capitulation_k3__structure_only,atr,1.5,extension,"{""ext_pct"": 0.1, ""k"": 2}",capitulation,"{""k"": 3}",structure_only,0.15278082776762902,0.1692983785650381,0.8163618189039025,-0.3965881106883309,0.3852380433252469,3855.57664305075,3.8882888443141495,12,1027.0,6.0,5.0,,,,,
atr_1p5__top_extension_ext_pct0.1_k2__bot_capitulation_k3__guarded,atr,1.5,extension,"{""ext_pct"": 0.1, ""k"": 2}",capitulation,"{""k"": 3}",guarded,0.16884234862233427,0.13809248744132313,3.026256974519064,-0.31759987763340813,0.5316196904119143,5506.458101380492,31.56920228359821,699,1027.0,71.0,5.0,10.0,2.0,797.0,1964.0,68.4307977164018
atr_1p5__top_extension_ext_pct0.1_k3__bot_capitulation_k3__structure_only,atr,1.5,extension,"{""ext_pct"": 0.1, ""k"": 3}",capitulation,"{""k"": 3}",structure_only,0.1511072596978673,0.17162834174709668,0.792528379744987,-0.39582617499850864,0.38175155975583636,3713.962084947465,3.2402407035951244,10,1027.0,5.0,4.0,,,,,
atr_1p5__top_extension_ext_pct0.1_k3__bot_capitulation_k3__guarded,atr,1.5,extension,"{""ext_pct"": 0.1, ""k"": 3}",capitulation,"{""k"": 3}",guarded,0.16884234862233427,0.13809248744132313,3.026256974519064,-0.31759987763340813,0.5316196904119143,5506.458101380492,31.56920228359821,699,1027.0,71.0,4.0,10.0,2.0,799.0,1964.0,68.4307977164018
zigzag_0p03__top_classic_exitLH_k2__bot_capitulation_k3__structure_only,zigzag,0.03,classic,"{""exit"": ""LH"", ""k"": 2}",capitulation,"{""k"": 3}",structure_only,0.10083810763606493,0.10743945456380823,0.7557592374688431,-0.2790221789781482,0.36139817990584233,1175.8053784197596,60.49992285141181,37,371.0,18.0,18.0,,,,,
zigzag_0p03__top_classic_exitLH_k2__bot_capitulation_k3__guarded,zigzag,0.03,classic,"{""exit"": ""LH"", ""k"": 2}",capitulation,"{""k"": 3}",guarded,0.1353684063709757,0.13382165716369132,2.9033260961995633,-0.2886783946715091,0.468924619471482,2605.1485304212047,34.28483258756365,711,371.0,24.0,37.0,10.0,2.0,337.0,1964.0,65.71516741243634
zigzag_0p03__top_classic_exitLL_k2__bot_capitulation_k3__structure_only,zigzag,0.03,classic,"{""exit"": ""LL"", ""k"": 2}",capitulation,"{""k"": 3}",structure_only,0.08422695272098402,0.13812428581574318,0.5043812801367852,-0.3673588548684051,0.2292770450603558,794.7870021314118,33.71393303502546,24,371.0,12.0,11.0,,,,,
zigzag_0p03__top_classic_exitLL_k2__bot_capitulation_k3__guarded,zigzag,0.03,classic,"{""exit"": ""LL"", ""k"": 2}",capitulation,"{""k"": 3}",guarded,0.1479188617763405,0.1365418167526605,2.9825230649691585,-0.2947120591235205,0.5019097698826921,3457.8783936531813,32.52584477704058,723,371.0,24.0,15.0,10.0,2.0,532.0,1964.0,67.47415522295942
zigzag_0p03__top_classic_exitLH_LL_k2__bot_capitulation_k3__structure_only,zigzag,0.03,classic,"{""exit"": ""LH_LL"", ""k"": 2}",capitulation,"{""k"": 3}",structure_only,0.07591782497901822,0.08041500780939992,0.6273759457824104,-0.2793562461094034,0.27175989810976614,651.916229475896,75.18901404104305,47,371.0,23.0,23.0,,,,,
zigzag_0p03__top_classic_exitLH_LL_k2__bot_capitulation_k3__guarded,zigzag,0.03,classic,"{""exit"": ""LH_LL"", ""k"": 2}",capitulation,"{""k"": 3}",guarded,0.1353684063709757,0.13382165716369132,2.9033260961995633,-0.2886783946715091,0.468924619471482,2605.1485304212047,34.28483258756365,711,371.0,24.0,52.0,10.0,2.0,209.0,1964.0,65.71516741243634
zigzag_0p03__top_classic_exitLH_k3__bot_capitulation_k3__structure_only,zigzag,0.03,classic,"{""exit"": ""LH"", ""k"": 3}",capitulation,"{""k"": 3}",structure_only,0.10877331371031884,0.122666747014812,0.7464593639884098,-0.27902217897814846,0.38983751796604454,1414.7564518693102,47.86298410739083,32,371.0,16.0,15.0,,,,,
zigzag_0p03__top_classic_exitLH_k3__bot_capitulation_k3__guarded,zigzag,0.03,classic,"{""exit"": ""LH"", ""k"": 3}",capitulation,"{""k"": 3}",guarded,0.13383021568163667,0.13407689149670196,2.8861730523302094,-0.2877937941187876,0.4650212006531243,2515.7466658335206,34.23854343465514,711,371.0,24.0,27.0,10.0,2.0,436.0,1964.0,65.76145656534486
zigzag_0p03__top_classic_exitLL_k3__bot_capitulation_k3__structure_only,zigzag,0.03,classic,"{""exit"": ""LL"", ""k"": 3}",capitulation,"{""k"": 3}",structure_only,0.10247897133434347,0.15041627053472012,0.5920488804675433,-0.38272923098405404,0.26775841257500693,1221.791369171615,26.261379416756675,18,371.0,9.0,8.0,,,,,
zigzag_0p03__top_classic_exitLL_k3__bot_capitulation_k3__guarded,zigzag,0.03,classic,"{""exit"": ""LL"", ""k"": 3}",capitulation,"{""k"": 3}",guarded,0.1479188617763405,0.1365418167526605,2.9825230649691585,-0.2947120591235205,0.5019097698826921,3457.8783936531813,32.52584477704058,723,371.0,24.0,9.0,10.0,2.0,588.0,1964.0,67.47415522295942
zigzag_0p03__top_classic_exitLH_k4__bot_capitulation_k3__structure_only,zigzag,0.03,classic,"{""exit"": ""LH"", ""k"": 4}",capitulation,"{""k"": 3}",structure_only,0.10050420536028248,0.13846572495609202,0.598892668902253,-0.3762805246477313,0.2670991422008172,1166.6535333962054,32.263539577225735,22,371.0,11.0,10.0,,,,,
zigzag_0p03__top_classic_exitLH_k4__bot_capitulation_k3__guarded,zigzag,0.03,classic,"{""exit"": ""LH"", ""k"": 4}",capitulation,"{""k"": 3}",guarded,0.13383021568163667,0.13407689149670196,2.8861730523302094,-0.2877937941187876,0.4650212006531243,2515.7466658335206,34.23854343465514,711,371.0,24.0,15.0,10.0,2.0,589.0,1964.0,65.76145656534486
zigzag_0p03__top_classic_exitLL_k4__bot_capitulation_k3__structure_only,zigzag,0.03,classic,"{""exit"": ""LL"", ""k"": 4}",capitulation,"{""k"": 3}",structure_only,0.10801335022104608,0.1556252589673309,0.596550819444312,-0.3793140760996726,0.28475966758656046,1389.9903133746943,23.530319395155068,14,371.0,7.0,6.0,,,,,
zigzag_0p03__top_classic_exitLL_k4__bot_capitulation_k3__guarded,zigzag,0.03,classic,"{""exit"": ""LL"", ""k"": 4}",capitulation,"{""k"": 3}",guarded,0.1479188617763405,0.1365418167526605,2.9825230649691585,-0.2947120591235205,0.5019097698826921,3457.8783936531813,32.52584477704058,723,371.0,24.0,7.0,10.0,2.0,614.0,1964.0,67.47415522295942
zigzag_0p03__top_classic_exitLH_LL_k4__bot_capitulation_k3__structure_only,zigzag,0.03,classic,"{""exit"": ""LH_LL"", ""k"": 4}",capitulation,"{""k"": 3}",structure_only,0.08417253688565163,0.13044320077900903,0.48665421513256757,-0.3582531654824689,0.23495266754250246,793.76018490127,43.09520135781515,26,371.0,13.0,12.0,,,,,
zigzag_0p03__top_classic_exitLH_LL_k4__bot_capitulation_k3__guarded,zigzag,0.03,classic,"{""exit"": ""LH_LL"", ""k"": 4}",capitulation,"{""k"": 3}",guarded,0.13383021568163667,0.13407689149670196,2.8861730523302094,-0.2877937941187876,0.4650212006531243,2515.7466658335206,34.23854343465514,711,371.0,24.0,22.0,10.0,2.0,489.0,1964.0,65.76145656534486
zigzag_0p03__top_failed_hh_m3__bot_capitulation_k3__structure_only,zigzag,0.03,failed_hh,"{""m"": 3}",capitulation,"{""k"": 3}",structure_only,0.10342066729371635,0.08008192685918092,1.0991511688578948,-0.20430367714606912,0.5062105035915464,1248.958472908319,74.9267088412282,44,371.0,22.0,21.0,,,,,
zigzag_0p03__top_failed_hh_m3__bot_capitulation_k3__guarded,zigzag,0.03,failed_hh,"{""m"": 3}",capitulation,"{""k"": 3}",guarded,0.13043620961493074,0.1329239022895306,2.8341820265741933,-0.2877937941187876,0.45322801353073267,2328.7949462560946,35.93581237463355,693,371.0,24.0,57.0,10.0,2.0,252.0,1964.0,64.06418762536646
zigzag_0p03__top_failed_hh_m5__bot_capitulation_k3__structure_only,zigzag,0.03,failed_hh,"{""m"": 5}",capitulation,"{""k"": 3}",structure_only,0.10055275426934096,0.07304982369921754,1.130163676484582,-0.20430367714606879,0.4921730028258368,1167.9799316387684,80.0648048140719,44,371.0,22.0,21.0,,,,,
zigzag_0p03__top_failed_hh_m5__bot_capitulation_k3__guarded,zigzag,0.03,failed_hh,"{""m"": 5}",capitulation,"{""k"": 3}",guarded,0.13043620961493074,0.1329239022895306,2.8341820265741933,-0.2877937941187876,0.45322801353073267,2328.7949462560946,35.93581237463355,693,371.0,24.0,60.0,10.0,2.0,188.0,1964.0,64.06418762536646
zigzag_0p03__top_hl_decay_k3_n_hl2__bot_capitulation_k3__structure_only,zigzag,0.03,hl_decay,"{""k"": 3, ""n_hl"": 2}",capitulation,"{""k"": 3}",structure_only,0.08988298340997813,0.10876087843020059,0.6579382296596987,-0.24179198267617905,0.3717368227645261,908.7715627232355,59.63585866378646,38,371.0,19.0,18.0,,,,,
zigzag_0p03__top_hl_decay_k3_n_hl2__bot_capitulation_k3__guarded,zigzag,0.03,hl_decay,"{""k"": 3, ""n_hl"": 2}",capitulation,"{""k"": 3}",guarded,0.13383021568163667,0.13407689149670196,2.8861730523302094,-0.2877937941187876,0.4650212006531243,2515.7466658335206,34.23854343465514,711,371.0,24.0,36.0,10.0,2.0,329.0,1964.0,65.76145656534486
zigzag_0p03__top_hl_decay_k3_n_hl3__bot_capitulation_k3__structure_only,zigzag,0.03,hl_decay,"{""k"": 3, ""n_hl"": 3}",capitulation,"{""k"": 3}",structure_only,0.08988298340997813,0.10876087843020059,0.6579382296596987,-0.24179198267617905,0.3717368227645261,908.7715627232355,59.63585866378646,38,371.0,19.0,18.0,,,,,
zigzag_0p03__top_hl_decay_k3_n_hl3__bot_capitulation_k3__guarded,zigzag,0.03,hl_decay,"{""k"": 3, ""n_hl"": 3}",capitulation,"{""k"": 3}",guarded,0.13383021568163667,0.13407689149670196,2.8861730523302094,-0.2877937941187876,0.4650212006531243,2515.7466658335206,34.23854343465514,711,371.0,24.0,36.0,10.0,2.0,329.0,1964.0,65.76145656534486
zigzag_0p03__top_extension_ext_pct0.0_k2__bot_capitulation_k3__structure_only,zigzag,0.03,extension,"{""ext_pct"": 0.0, ""k"": 2}",capitulation,"{""k"": 3}",structure_only,0.08380510989546508,0.09913305851114998,0.6550319400586401,-0.2850647184133695,0.29398625814486146,786.8601996363524,64.91282209535566,44,371.0,22.0,21.0,,,,,
zigzag_0p03__top_extension_ext_pct0.0_k2__bot_capitulation_k3__guarded,zigzag,0.03,extension,"{""ext_pct"": 0.0, ""k"": 2}",capitulation,"{""k"": 3}",guarded,0.13383021568163667,0.13407689149670196,2.8861730523302094,-0.2877937941187876,0.4650212006531243,2515.7466658335206,34.23854343465514,711,371.0,24.0,42.0,10.0,2.0,285.0,1964.0,65.76145656534486
