strategy,lead_pct_below_sma20,x_return,y_return,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,trading_costs_total,funding_costs_total,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,cagr_delta_pp_vs_original,max_dd_delta_pp_vs_original,sharpe_delta_vs_original,keeps_original_cagr,improves_original_drawdown,improves_original_sharpe
Lead 0.75 X50.00% Y30.00%,0.0075,0.5,0.3,0.40482765081076066,0.2976422279361758,3.0519213791492157,-0.3618685094442792,2650428.983136418,773,2480589.2427336182,197454.89520199332,6,4,751,1464,30.104677355240494,20.246455545249766,18.81542334702531,30.83344375248443,11.092047003753924,-1.8153386291205165,-0.1805490034562216,True,False,False
Lead 0.75 X45.00% Y33.33%,0.0075,0.45,0.333333,0.41128952137936414,0.29642446866401806,3.051324169011034,-0.3618624818933771,3041547.7379736607,773,2772614.4814747167,231246.49045268318,7,4,751,1409,30.369683317874653,20.829468663044917,17.331389956274016,31.469458062806417,11.738234060614271,-1.81473587403031,-0.18114621359440308,True,False,False
Lead 0.75 X60.00% Y30.00%,0.0075,0.6,0.3,0.3986681046399785,0.29855290103295007,3.049233411648723,-0.3618685094442792,2323153.8463485427,773,2214480.7455747114,174094.96119842847,5,4,751,1522,29.852921690738043,19.477938253610706,19.835696303166824,30.83344375248443,10.476092386675706,-1.8153386291205165,-0.1832369709567141,True,False,False
Lead 0.75 X30.00% Y35.00%,0.0075,0.3,0.35,0.38950840066865733,0.2952590682267261,3.0463670800904707,-0.36078043037910323,1907623.5107050173,799,1894031.7057170635,150248.44382947232,7,4,751,1362,30.661189876772227,23.466277991254803,13.038293361600637,32.83423877037233,9.56012198954359,-1.7065307226029225,-0.18610330251496654,True,False,False
Lead 0.75 X15.00% Y55.00%,0.0075,0.15,0.55,0.393256292150032,0.30365020313575025,3.045748912285866,-0.36049348293231154,2068139.1130363166,821,2116177.847669543,177148.26972491248,6,3,751,1354,31.509208957201533,25.83808135683053,4.200344507751424,38.45236517821651,9.934911137681057,-1.6778359779237528,-0.1867214703195712,True,False,False
Lead 0.75 X35.00% Y40.00%,0.0075,0.35,0.4,0.4008855597630905,0.3036097689761438,3.041262637436169,-0.3609348253076645,2436199.68071605,782,2367147.395021292,209750.41190703423,6,3,751,1443,30.30343182721611,20.81621836491321,13.92606333642507,34.954286471445606,10.697837898986906,-1.721970215459051,-0.19120774516926842,True,False,False
Lead 0.75 X55.00% Y30.00%,0.0075,0.55,0.3,0.3976553167618515,0.298197234273958,3.0409463496153877,-0.3618685094442792,2273224.946110864,773,2162964.1704689558,169706.66012267422,5,4,751,1498,29.958924075791703,20.272956141513184,18.934676030210678,30.83344375248443,10.374813598863009,-1.8153386291205165,-0.1915240329900496,True,False,False
Lead 0.75 X45.00% Y30.00%,0.0075,0.45,0.3,0.4032855815690417,0.29557161256953296,3.039889086623524,-0.3618624818933771,2564542.6346002654,773,2405445.7717285347,191071.14244580735,7,4,751,1409,30.369683317874653,21.4654829733669,17.331389956274016,30.83344375248443,10.937840079582028,-1.81473587403031,-0.19258129598191331,True,False,False
Lead 0.75 X40.00% Y20.00%,0.0075,0.4,0.2,0.3819212524553144,0.2939657976622554,3.038284708876648,-0.3615812830636155,1618722.9148153893,789,1724874.888013337,117841.23759631955,8,4,751,1469,30.14442824963562,19.994699880747316,22.618258910825492,27.24261295879157,8.801407168209296,-1.7866159910541468,-0.19418567372878925,True,False,False
Lead 0.75 X40.00% Y33.33%,0.0075,0.4,0.333333,0.4066410457464158,0.2953657409086064,3.03772266751113,-0.3615812830636155,2754986.748132596,775,2517069.0391476154,209452.11482582495,7,4,751,1383,30.475685702928317,21.399231482708363,16.65562475155691,31.469458062806417,11.273386497319438,-1.7866159910541468,-0.19474771509430733,True,False,False
Lead 0.75 X15.00% Y50.00%,0.0075,0.15,0.5,0.3851637339861569,0.302356255331912,3.0358274192619645,-0.36049348293231154,1736600.9942764335,823,1823277.5678736693,144650.1488881155,6,3,751,1351,31.53570955346495,26.606598648469593,4.200344507751424,37.65734729031403,9.125655321293547,-1.6778359779237528,-0.19664296334347275,True,False,False
Lead 0.75 X10.00% Y55.00%,0.0075,0.1,0.55,0.38840139093646475,0.3026531454420809,3.0312487182649064,-0.3603209262571144,1862562.8435521922,823,1963911.4979528235,156038.16791640627,6,3,751,1341,31.74771432357228,27.626871604611104,2.173048893600106,38.45236517821651,9.449421016324333,-1.6605803104040417,-0.2012216643405309,True,False,False
Lead 0.75 X30.00% Y40.00%,0.0075,0.3,0.4,0.398122326622246,0.3023501672770315,3.0298333527870343,-0.36078043037910323,2296117.5748145133,787,2291231.918162069,198079.19064578702,6,3,751,1415,30.581688087981977,22.36650324632304,12.09752219424937,34.954286471445606,10.421514584902457,-1.7065307226029225,-0.20263702981840304,True,False,False
Lead 0.75 X50.00% Y25.00%,0.0075,0.5,0.25,0.3862880272604008,0.2955072545659248,3.028542047936368,-0.3618685094442792,1779378.8903380008,783,1740356.3235624905,132340.46401758605,6,4,751,1449,30.223930038425866,21.690738041605936,18.81542334702531,29.269908572942892,9.238084648717937,-1.8153386291205165,-0.20392833466906923,True,False,False
Lead 0.75 X35.00% Y33.33%,0.0075,0.35,0.333333,0.39652770554540107,0.2934990054871822,3.0271894696585715,-0.3609348253076645,2218855.73167795,786,2132011.4006975987,171456.4610030772,7,4,751,1353,30.70094077116735,22.9627666622499,14.866834503776335,31.469458062806417,10.262052477217964,-1.721970215459051,-0.2052809129468658,True,False,False
Lead 0.75 X40.00% Y30.00%,0.0075,0.4,0.3,0.3986649357289407,0.29450923461505735,3.026244597641535,-0.3615812830636155,2322995.983025613,775,2184242.4578780225,173068.6023946278,7,4,751,1383,30.475685702928317,22.03524579303034,16.65562475155691,30.83344375248443,10.475775495571927,-1.7866159910541468,-0.2062257849639022,True,False,False
Lead 0.75 X60.00% Y25.00%,0.0075,0.6,0.25,0.38021014522375607,0.296424842092595,3.025835964994019,-0.3618685094442792,1559673.8209357387,783,1557359.1928619165,116793.9971627194,5,4,751,1507,29.972174373923416,20.922220749966876,19.835696303166824,29.269908572942892,8.630296445053464,-1.8153386291205165,-0.2066344176114181,True,False,False
Lead 0.75 X25.00% Y45.00%,0.0075,0.25,0.45,0.3902679454136444,0.3021671772063787,3.025541120255072,-0.3605640363421126,1939148.3136138534,803,1666453.1631139594,149667.37996323945,6,3,751,1384,31.124950311382005,23.903537829601166,9.049953623956538,35.92155823506029,9.636076464042297,-1.6848913189038583,-0.20692926235036513,True,False,False
Lead 0.75 X35.00% Y20.00%,0.0075,0.35,0.2,0.3718376413970519,0.29178332954580655,3.023275601284636,-0.3609348253076645,1299501.7334787888,800,1439466.9225740198,95754.69410697951,8,4,751,1434,30.42268451040148,22.14124817808401,20.193454352722938,27.24261295879157,7.793046062383047,-1.721970215459051,-0.2091947813208015,True,False,False
Lead 0.75 X10.00% Y50.00%,0.0075,0.1,0.5,0.3803372297133274,0.3013542377883435,3.021281865116894,-0.3603209262571144,1563986.8568689302,825,1692778.6952340635,127154.40323738963,6,3,751,1338,31.774214919835696,28.395388896250168,2.173048893600106,37.65734729031403,8.643004894010598,-1.6605803104040417,-0.2111885174885435,True,False,False
Lead 0.75 X55.00% Y25.00%,0.0075,0.55,0.25,0.37921078568863376,0.29606597902452203,3.017493807027124,-0.3618685094442792,1526155.610834932,783,1521040.6030617584,113787.89405560892,5,4,751,1483,30.078176758977076,21.71723863786935,18.934676030210678,29.269908572942892,8.530360491541234,-1.8153386291205165,-0.21497657557831307,True,False,False
Lead 0.75 X45.00% Y25.00%,0.0075,0.45,0.25,0.3847665851829092,0.29341978029055693,3.0164305406967302,-0.3618624818933771,1721728.961844406,783,1688217.9593633802,128063.25244985156,7,4,751,1394,30.488936001060026,22.90976546972307,17.331389956274016,29.269908572942892,9.085940440968777,-1.81473587403031,-0.21603984190870706,True,False,False
Lead 0.75 X30.00% Y33.33%,0.0075,0.3,0.333333,0.3937726172823637,0.29219236938134324,3.0157894777359044,-0.36078043037910323,2091250.664705174,791,2062336.9512608151,161324.36384098305,7,4,751,1325,30.97919703193322,24.513051543659735,13.038293361600637,31.469458062806417,9.986543650914225,-1.7065307226029225,-0.21668090486953284,True,False,False
Lead 0.75 X35.00% Y30.00%,0.0075,0.35,0.3,0.38861225633380103,0.292636324694451,3.0156709818323613,-0.3609348253076645,1871065.9938208018,786,1850276.0373107363,141618.852384963,7,4,751,1353,30.70094077116735,23.598780972571884,14.866834503776335,30.83344375248443,9.47050755605796,-1.721970215459051,-0.21679940077307602,True,False,False
Lead 0.75 X20.00% Y45.00%,0.0075,0.2,0.45,0.3854921345000548,0.30084533718904705,3.0153289163936057,-0.3607947981933179,1748992.3346405895,807,1657381.666282248,132378.06816368492,6,3,751,1373,31.2839538889625,25.480323307274418,7.314164568702795,35.92155823506029,9.15849537268334,-1.707967504024388,-0.2171414662118316,True,False,False
Lead 0.75 X25.00% Y35.00%,0.0075,0.25,0.35,0.3798556344103938,0.2938451962090104,3.0118477633211116,-0.3605640363421126,1547702.9985539063,807,1369533.6662203157,105269.8289222654,7,4,751,1318,31.336955081489332,25.83808135683053,9.990724791307805,32.83423877037233,8.59484536371724,-1.6848913189038583,-0.2206226192843257,True,False,False
Lead 0.75 X30.00% Y20.00%,0.0075,0.3,0.2,0.3667920479082789,0.29028922575519744,3.0099495643055136,-0.36078043037910323,1163535.5669735642,807,1338890.369944957,85506.10278771372,8,4,751,1406,30.71419106929906,23.916788127732875,18.126407844176494,27.24261295879157,7.2884867135057485,-1.7065307226029225,-0.22252081829992365,True,False,False
Lead 0.75 X30.00% Y30.00%,0.0075,0.3,0.3,0.3858735252169505,0.29132522555167867,3.0042315945784455,-0.36078043037910323,1763490.4042011274,791,1789442.0577214295,133130.1390418398,7,4,751,1325,30.97919703193322,25.149065853981718,13.038293361600637,30.83344375248443,9.196634444372908,-1.7065307226029225,-0.22823878802699182,True,False,False
Lead 0.75 X40.00% Y25.00%,0.0075,0.4,0.25,0.38021365546142816,0.29234826193467905,3.0026942576885247,-0.3615812830636155,1559792.7980029215,785,1533789.2697069712,116014.82780499323,7,4,751,1368,30.59493838611369,23.47952828938651,16.65562475155691,29.269908572942892,8.630647468820673,-1.7866159910541468,-0.22977612491691257,True,False,False
Lead 0.75 X20.00% Y35.00%,0.0075,0.2,0.35,0.3751160984628865,0.29248294670148595,3.0016978139235873,-0.3607947981933179,1395948.205068488,811,1364097.6291150628,92018.71297764957,7,4,751,1307,31.495958659069828,27.414866834503776,8.254935736054062,32.83423877037233,8.120891768966509,-1.707967504024388,-0.23077256868185003,True,False,False
Lead 0.75 X25.00% Y40.00%,0.0075,0.25,0.4,0.38840989313088237,0.30097277289524565,2.9956866323292863,-0.3605640363421126,1862904.9707796485,795,1654403.9382903208,141697.54475434404,6,3,751,1371,31.257453292699083,24.738306611898768,9.049953623956538,34.954286471445606,9.450271235766095,-1.6848913189038583,-0.23678375027615095,True,False,False
Lead 0.75 X15.00% Y45.00%,0.0075,0.15,0.45,0.3751508727249562,0.29926424839501903,2.994040575240688,-0.36049348293231154,1397007.3837621869,823,1382829.1874983415,102849.15297704916,6,3,751,1310,31.74771432357228,28.130382933616005,4.200344507751424,35.92155823506029,8.124369195173475,-1.6778359779237528,-0.23842980736474928,True,False,False
Lead 0.75 X35.00% Y25.00%,0.0075,0.35,0.25,0.37030883163262995,0.2904598110589927,2.9920502137272975,-0.3609348253076645,1256760.2215413402,796,1299916.056257947,94955.44530021137,7,4,751,1338,30.820193454352722,25.04306346892805,14.866834503776335,29.269908572942892,7.640165085940853,-1.721970215459051,-0.24042016887813977,True,False,False
Lead 0.75 X20.00% Y40.00%,0.0075,0.2,0.4,0.3836406131185688,0.2996444839316096,2.985366276325495,-0.3607947981933179,1680230.932405307,799,1643683.6568303078,125149.69593464503,6,3,751,1360,31.41645687027958,26.31509208957202,7.314164568702795,34.954286471445606,8.973343234534736,-1.707967504024388,-0.2471041062799424,True,False,False
Lead 0.75 X25.00% Y33.33%,0.0075,0.25,0.333333,0.38408959991767233,0.290759980576015,2.980947249888323,-0.3605640363421126,1696661.2419411384,799,1487385.6705557248,112429.36932109552,7,4,751,1281,31.654962236650324,26.884854909235457,9.990724791307805,31.469458062806417,9.018241914445092,-1.6848913189038583,-0.25152313271711435,True,False,False
Lead 0.75 X30.00% Y25.00%,0.0075,0.3,0.25,0.36760963388556456,0.28913750003296146,2.9805331855913644,-0.36078043037910323,1184592.9067256488,801,1256862.730130616,89230.41680186485,7,4,751,1310,31.09844971511859,26.59334835033788,13.038293361600637,29.269908572942892,7.370245311234314,-1.7065307226029225,-0.2519371970140729,True,False,False
Lead 0.75 X15.00% Y35.00%,0.0075,0.15,0.35,0.3648515311771765,0.29085196537935265,2.9802345616557764,-0.36049348293231154,1114995.0119132753,827,1140748.964137914,70531.05808773663,7,4,751,1244,31.959719093679606,30.06492646084537,5.14111567510269,32.83423877037233,7.094435040395508,-1.6778359779237528,-0.2522358209496609,True,False,False
Lead 0.75 X10.00% Y45.00%,0.0075,0.1,0.45,0.37035953807858646,0.29824967990838075,2.979329218293261,-0.3603209262571144,1258155.79365681,825,1283411.6061856204,89598.02062711166,6,3,751,1297,31.986219689943024,29.91917318139658,2.173048893600106,35.92155823506029,7.645235730536504,-1.6605803104040417,-0.25314116431217615,True,False,False
Lead 0.75 X20.00% Y33.33%,0.0075,0.2,0.333333,0.37933578838097537,0.2893814354495267,2.97071091619702,-0.3607947981933179,1530309.7439967955,803,1480520.6956515822,97998.80110342999,7,4,751,1270,31.813965814230823,28.461640386908705,8.254935736054062,31.469458062806417,8.542860760775394,-1.707967504024388,-0.2617594664084173,True,False,False
Lead 0.75 X25.00% Y30.00%,0.0075,0.25,0.3,0.3762466291319788,0.28988736856003783,2.9692840450288616,-0.3605640363421126,1430783.483105265,799,1299358.2838944083,92266.47617127841,7,4,751,1281,31.654962236650324,27.520869219557444,9.990724791307805,30.83344375248443,8.23394483587574,-1.6848913189038583,-0.2631863375765757,True,False,False
Lead 0.75 X10.00% Y35.00%,0.0075,0.1,0.35,0.3600956981077581,0.2898049789363734,2.9653795665870515,-0.3603209262571144,1004164.7468846155,829,1059295.5156921365,60610.83765843473,7,4,751,1231,32.19822446005035,31.853716708625946,3.1138200609513715,32.83423877037233,6.618851733453668,-1.6605803104040417,-0.2670908160183858,True,False,False
Lead 0.75 X15.00% Y40.00%,0.0075,0.15,0.4,0.3733126334086123,0.298055156484131,2.96391515403524,-0.36049348293231154,1342068.4651018141,815,1370715.155211893,97027.85683183359,6,3,751,1297,31.880217304889356,28.965151715913606,4.200344507751424,34.954286471445606,7.940545263539089,-1.6778359779237528,-0.2685552285701971,True,False,False
Lead 0.75 X25.00% Y20.00%,0.0075,0.25,0.2,0.35434893237333354,0.28842663571732385,2.959516011779379,-0.3605640363421126,884403.8811669699,813,926903.1202490608,55135.8781737355,8,4,751,1354,31.442957466543,26.725851331654958,14.588578243010467,27.24261295879157,6.0441751600112115,-1.6848913189038583,-0.2729543708260582,True,False,False
Lead 0.75 X20.00% Y30.00%,0.0075,0.2,0.3,0.37151875471184237,0.28850407196483113,2.959009754232533,-0.3607947981933179,1290472.10397011,803,1293136.3196465422,80191.12249706015,7,4,751,1270,31.813965814230823,29.09765469723069,8.254935736054062,30.83344375248443,7.761157393862095,-1.707967504024388,-0.2734606283729044,True,False,False
Lead 0.75 X10.00% Y40.00%,0.0075,0.1,0.4,0.3685274820165876,0.2970352082284758,2.9490944307582567,-0.3603209262571144,1208671.5034131927,817,1272039.062585458,84367.7255451114,6,3,751,1284,32.1187226712601,30.75394196369418,2.173048893600106,34.954286471445606,7.462030124336616,-1.6605803104040417,-0.28337595184718056,True,False,False
Lead 0.75 X15.00% Y33.33%,0.0075,0.15,0.333333,0.36903880723404847,0.28773006613658514,2.949049636881371,-0.36049348293231154,1222289.9716708257,819,1235804.7424157932,74863.61371835566,7,4,751,1207,32.2777262488406,31.1117000132503,5.14111567510269,31.469458062806417,7.513162646082705,-1.6778359779237528,-0.2834207457240665,True,False,False
Lead 0.75 X20.00% Y20.00%,0.0075,0.2,0.2,0.3482232440708244,0.2868783231063812,2.946863258646026,-0.3607947981933179,771971.6176261714,817,897038.0515453216,46177.38542246357,8,4,751,1343,31.601961044123495,28.633894262620906,12.521531734464025,27.24261295879157,5.431606329760297,-1.707967504024388,-0.28560712395941135,True,False,False
Lead 0.75 X25.00% Y25.00%,0.0075,0.25,0.25,0.35811519601619746,0.28768603288220207,2.945340783418559,-0.3605640363421126,961221.6645630518,809,922354.8476917646,61798.51838996927,7,4,751,1266,31.774214919835696,28.965151715913606,9.990724791307805,29.269908572942892,6.4208015242976035,-1.6848913189038583,-0.2871295991868781,True,False,False
Lead 0.75 X15.00% Y30.00%,0.0075,0.15,0.3,0.3612818790648622,0.28684672984068776,2.9372760197508985,-0.36049348293231154,1030766.4423706911,819,1080660.8918586762,61032.89615208638,7,4,751,1207,32.2777262488406,31.74771432357228,5.14111567510269,30.83344375248443,6.737469829164078,-1.6778359779237528,-0.2951943628545388,True,False,False
Lead 0.75 X20.00% Y25.00%,0.0075,0.2,0.25,0.35344487837323935,0.28629078411990916,2.9349943373480296,-0.3607947981933179,866867.5035175497,813,917905.212088581,53683.083471291786,7,4,751,1255,31.933218497416192,30.541937193586854,8.254935736054062,29.269908572942892,5.9537697600017925,-1.707967504024388,-0.2974760452574077,True,False,False
Lead 0.75 X10.00% Y33.33%,0.0075,0.1,0.333333,0.3642679843676442,0.28666979923587893,2.934054904234694,-0.3603209262571144,1100784.9495366514,821,1146714.7992787529,64126.15661515213,7,4,751,1194,32.516231615211346,32.900490261030875,3.1138200609513715,31.469458062806417,7.036080359442276,-1.6605803104040417,-0.29841547837074334,True,False,False
Lead 0.75 X10.00% Y30.00%,0.0075,0.1,0.3,0.35653899820108825,0.28578256886919295,2.92223107761104,-0.3603209262571144,928319.0234794446,821,1003243.4096663139,52083.137971053715,7,4,751,1194,32.516231615211346,33.53650457135286,3.1138200609513715,30.83344375248443,6.263181742786683,-1.6605803104040417,-0.31023930499439745,True,False,False
Lead 0.75 X15.00% Y20.00%,0.0075,0.15,0.2,0.3368442794655091,0.28422392758889875,2.921160115945381,-0.36049348293231154,598682.9336755729,831,725441.752838857,33804.98265135943,8,4,751,1258,32.092222074996684,31.827216112362528,8.837948853849213,27.24261295879157,4.293709869228768,-1.6778359779237528,-0.31131026666005646,True,False,False
Lead 0.75 X15.00% Y25.00%,0.0075,0.15,0.25,0.34335074489419304,0.2846184693096921,2.91310500707518,-0.36049348293231154,692532.8839597545,829,768910.8693700518,40800.739729262285,7,4,751,1192,32.396978932025974,33.19199681992845,5.14111567510269,29.269908572942892,4.944356412097162,-1.6778359779237528,-0.31936537553025746,True,False,False
Lead 0.75 X10.00% Y25.00%,0.0075,0.1,0.25,0.3386744650632272,0.2835445504576723,2.897950851144492,-0.3603209262571144,623760.0174053041,831,714513.0973941284,34773.365410278464,7,4,751,1179,32.63548429839672,34.980787067709024,3.1138200609513715,29.269908572942892,4.476728429000576,-1.6605803104040417,-0.33451953146094526,True,False,False
Lead 0.75 X10.00% Y20.00%,0.0075,0.1,0.2,0.3297797302311416,0.28134511108783006,2.8921447197818497,-0.3603209262571144,510715.7258197581,836,644815.8165295714,27120.436365334033,9,4,751,1190,32.63548429839672,35.08678945276269,5.035113290049026,27.24261295879157,3.5872549457920178,-1.6605803104040417,-0.34032566282358756,True,False,False
