name,cagr,total_return,max_drawdown,avg_drawdown,ulcer_index,max_dd_duration_days,volatility,downside_volatility,sharpe,sortino,calmar,win_rate,profit_factor,expectancy_ann,best_day,worst_day,best_month,worst_month,beta,alpha,information_ratio,tracking_error,skewness,excess_kurtosis,final_value,total_trading_costs,turnover_notional,cost_drag_pct,rebalances,risk_off_days,avg_lev,final
SMA stair 20/50/200 (stack) | DD overlay 15%,0.1338291654225754,42.271774879981514,-0.1500000000000001,-0.1184505614406552,0.12355308025922213,730.0,0.17413265376386328,0.27450243050764284,0.7052955356162129,0.44740945673060994,0.892194436150502,0.8957201537034584,1.2920419138580344,0.12281498330465648,0.14148374808873,-0.12310100774162806,0.2887619839066755,-0.1490625701422148,0.27377466502396575,0.07918601346394732,-0.33800230962205025,0.22714850966591688,-0.38227280494272753,23.79705949466646,4283.90571311817,0.0,0.0,0.0,166,5491,0.6104928457869634,4283.90571311817
SMA stair 20/50/200 (excl) | DD overlay 15%,0.2058824824975667,273.6728215129952,-0.15000000000000005,-0.09693462679972899,0.10222701484414473,648.0,0.1869031754628948,0.19407231821447765,2.597245000726936,2.5013012806623953,1.3725498833171108,0.8937326089837021,2.4237053867435105,0.4854333380909928,0.14148374808873,-0.08560806080788427,0.250099124389475,-0.13183998671176944,0.3254385523701722,0.14092764721796708,1.261424493808535,0.22660225427288735,2.0293960178022816,15.526298318839281,27192.609329786526,0.0,0.0,0.0,509,3963,0.7268150503444621,27192.609329786526
SMA stair 20/100/200 (stack) | DD overlay 15%,0.11920217526750898,28.312678908969268,-0.1500000000000001,-0.11808316139335984,0.12349576866675642,729.0,0.15762663774220054,0.269198411414697,0.6196080468012295,0.3628057558810604,0.7946811684500593,0.9026103087319465,1.2605736493995467,0.09766673313528983,0.07739840628476055,-0.12310100774162806,0.2887619839066753,-0.14906257014221502,0.23790247832400818,0.07171881418566811,-0.45814715160825387,0.22247212649006212,-1.1220037531607887,25.401735870694914,2901.9552119879577,0.0,0.0,0.0,150,5582,0.5524642289348172,2901.9552119879577
SMA stair 20/100/200 (excl) | DD overlay 15%,0.20214044338705217,249.2233824402879,-0.15000000000000008,-0.09487479954772618,0.09973816619573034,648.0,0.18149125356367946,0.18237072273198024,2.6934478236181807,2.6804588729696697,1.3476029559136804,0.8894925135815556,2.4732681118756843,0.48883722191682777,0.1106842465052796,-0.08560806080788427,0.2500991243894748,-0.1318399867117701,0.3145426482207423,0.1393603401854256,1.288663887915511,0.2244538086542926,1.9763909844818697,13.805528222871953,24772.114861588503,0.0,0.0,0.0,506,3841,0.7236354001059884,24772.114861588503
SMA stair 10/50/200 (stack) | DD overlay 15%,0.1358399248037898,44.633809730111395,-0.15000000000000008,-0.11808391029341377,0.12334530195377694,739.0,0.1737717124228917,0.2748546037171212,0.7476148420953563,0.47266558240875195,0.9055994986919316,0.8966476745726779,1.312105394867251,0.12991431134367984,0.14148374808873,-0.12310100774162806,0.28876198390667596,-0.1490625701422148,0.27758465923154196,0.08043632960828351,-0.30819670460093007,0.22608091460771848,-0.3769497646773269,23.97649685421201,4517.747163281028,0.0,0.0,0.0,178,5543,0.6063857975622682,4517.747163281028
SMA stair 10/50/200 (excl) | DD overlay 15%,0.2923829069358157,2193.2125934451483,-0.15000000000000008,-0.09117483812035573,0.09873732874806246,753.0,0.2031988515760263,0.16111008807061444,3.9139529848955794,4.936442907937321,1.9492193795721036,0.8928050881144826,3.701526629398053,0.7953107516533419,0.14148374808873,-0.07053258245730411,0.26507655361878135,-0.10218706295741009,0.4306221889643052,0.20643429037455077,2.724354486219408,0.21866429294268508,2.488427108921512,13.049952621405307,217227.0467510697,0.0,0.0,0.0,846,3275,0.794912559618442,217227.0467510697
SMA stair 50/100/200 (stack) | DD overlay 15%,0.10545146706712494,19.230732321729832,-0.15000000000000008,-0.11898175157576742,0.12385214933499707,729.0,0.15395430129810483,0.27195781384549755,0.4847557870993424,0.2744184380945584,0.7030097804474992,0.9065853981714589,1.2051466174094732,0.07463023850309211,0.07739840628476055,-0.12310100774162806,0.28876198390667485,-0.1490625701422148,0.21379594233920235,0.0627795705848246,-0.5554303780106873,0.2249813309517011,-1.2663370368103875,27.492594974732928,2002.8424998512535,0.0,0.0,0.0,125,5666,0.5401430842607313,2002.8424998512535
SMA stair 50/100/200 (excl) | DD overlay 15%,0.15096366502082947,66.8574662536625,-0.1500000000000001,-0.10855952154460762,0.11328111942111406,664.0,0.17280563677906238,0.23146895846886298,1.464028556383344,1.092986241533495,1.0064244334721957,0.8914800583013118,1.650513304453134,0.2529923869485552,0.09728904664307204,-0.1179179995011439,0.28876198390667573,-0.1275264820139549,0.2635258672569391,0.09836608807451258,0.23395297352942213,0.22825391763142727,0.6053622291828682,16.358281584741082,6717.889159112588,0.0,0.0,0.0,267,4488,0.6967408585055644,6717.889159112588
SMA stair 20/60/120 (stack) | DD overlay 15%,0.15779585826253562,80.03981242304783,-0.1500000000000001,-0.11804322250427217,0.12288133971384044,729.0,0.17210712340588386,0.2670188818348128,0.8711817383215487,0.5615205258743282,1.0519723884169034,0.8996952431429707,1.377811330637775,0.14993658294625917,0.14148374808873,-0.12310100774162806,0.28876198390667507,-0.14906257014221513,0.2653180989544598,0.1048405667373912,-0.21840328770716141,0.22735519127927298,0.02532747636601188,25.83013759419553,8022.9414298817355,0.0,0.0,0.0,168,5464,0.6153948065712772,8022.9414298817355
SMA stair 20/60/120 (excl) | DD overlay 15%,0.2166842066014718,357.91062321784096,-0.15000000000000008,-0.09870744571114386,0.10397191605283748,647.0,0.1937900218974678,0.19696057417029875,2.66270818597535,2.6198455190355676,1.4445613773431447,0.8892275076189214,2.4540501067164286,0.5160062776667298,0.14148374808873,-0.08560806080788427,0.2782659176312581,-0.13183998671177,0.339942549334012,0.14883449385016312,1.3795491883130708,0.22936084928925393,2.047556498034703,15.52946297197197,35532.15169856625,0.0,0.0,0.0,539,3955,0.7639109697933227,35532.15169856625
SMA stair 30/90/180 (stack) | DD overlay 15%,0.11606766263198742,25.947587625355776,-0.15000000000000008,-0.11824226113716937,0.12371927981664695,729.0,0.15846687561868475,0.270335502410437,0.5442580132085696,0.31903640518754556,0.7737844175465824,0.903405326619849,1.229665692560525,0.08624686688359488,0.0911072826944345,-0.12310100774162806,0.28876198390667485,-0.14906257014221458,0.22986107543444248,0.07018929885702527,-0.5042997430481767,0.22475688095783947,-0.9770052518110796,26.819200355934232,2667.811174910222,0.0,0.0,0.0,131,5603,0.5519342872284049,2667.811174910222
SMA stair 30/90/180 (excl) | DD overlay 15%,0.20495782724742773,267.42495018723787,-0.15000000000000008,-0.10475180129094912,0.10965287428653603,706.0,0.17663450062133418,0.20908427027633575,2.0693101153577222,1.7481542651382105,1.3663855149828508,0.893467603021068,2.022826721356517,0.36551155885688663,0.09728904664307204,-0.1179179995011439,0.2500991243894748,-0.11227890004860142,0.2904932997615491,0.14697777448964575,0.735413907647299,0.22561424652512563,1.3041960569278508,15.102969701849762,26574.07006853655,0.0,0.0,0.0,362,4192,0.6845521992580816,26574.07006853655
RSI stair (>20d SMA): tiers 45/58 | DD overlay 15%,0.2653471031548553,1162.7789634559742,-0.15000000000000008,-0.09240921622207549,0.09898269102483415,515.0,0.21278503090372228,0.18503170694318496,3.058546284249122,3.517304554803951,1.7689806876990346,0.8660394858884325,2.6126596318452178,0.6508128656144142,0.21220994752996766,-0.10539306332320135,0.3334283450957174,-0.1153526217998897,0.4105376441436274,0.18340719512240955,1.9473348807342155,0.2317121548427996,2.402679135130819,20.43595825200594,115214.11738214144,0.0,0.0,0.0,871,3441,0.924483306836248,115214.11738214144
RSI stair (>20d SMA): tiers 45/62 | DD overlay 15%,0.2616460721568896,1064.8882405192555,-0.15000000000000002,-0.09194322672139296,0.09859290932425571,516.0,0.19993497300322063,0.17385282225415735,3.1571636854077187,3.630815007914812,1.7443071477125973,0.8641844441499934,2.6332141037663943,0.6312274362087407,0.14148374808873,-0.10539306332320135,0.3270390376941663,-0.1106592630740113,0.3919422275525322,0.18341765501214982,1.9277183318686526,0.22391016616591874,2.0192661774354335,14.5745008561019,105522.93581140629,0.0,0.0,0.0,878,3347,0.8594329623741388,105522.93581140629
RSI stair (>20d SMA): tiers 45/65 | DD overlay 15%,0.2886039824801976,2008.70281335097,-0.15000000000000005,-0.08179284979558508,0.0898979627125762,516.0,0.20637774707687095,0.16684579653980056,3.44640499636831,4.262986023116826,1.9240265498679832,0.8346362793162846,2.603862771782162,0.7112612986649635,0.14148374808873,-0.10539306332320135,0.3270390376941663,-0.10267635498651584,0.4371970106689611,0.2013430860500962,2.3234251925957388,0.22022210833238895,1.7231027179078389,12.177715597311575,198960.57852174604,0.0,0.0,0.0,984,2423,0.9940381558028617,198960.57852174604
RSI stair (>20d SMA): tiers 50/58 | DD overlay 15%,0.2930402330004809,2226.936352464855,-0.1500000000000001,-0.09205529172375254,0.09877890796789496,516.0,0.2175045505298351,0.17937308715573022,3.145187664597983,3.813797488619028,1.9536015533365378,0.8637869352060421,2.671324125032362,0.684092629320366,0.21220994752996766,-0.08560806080788427,0.2573148335242499,-0.11535262179988925,0.43219581042030925,0.2067775346510481,2.0910767331893085,0.23169925686201984,2.5538426947474218,20.396536158890758,220565.69889402066,0.0,0.0,0.0,967,3356,0.9242183359830418,220565.69889402066
RSI stair (>20d SMA): tiers 50/62 | DD overlay 15%,0.27853882960445464,1587.4714599259542,-0.15000000000000005,-0.0873452611354696,0.09406709236539247,516.0,0.20518606296251143,0.16613747584030392,3.306218251125424,4.083304521222613,1.8569255306963637,0.8508016430369684,2.6334309603228836,0.6783899062432255,0.14148374808873,-0.08560806080788427,0.25009912438947524,-0.09327620987802043,0.42165745618237604,0.19437949933682308,2.1527193565411005,0.22241552322621166,1.9487061643874235,11.908850715643457,157258.67453266945,0.0,0.0,0.0,1035,2985,0.9268680445151033,157258.67453266945
RSI stair (>20d SMA): tiers 50/65 | DD overlay 15%,0.2715679084690721,1347.2122335449899,-0.15000000000000002,-0.0844885246148078,0.0920798312917577,550.0,0.19714538611444468,0.15909468549423242,3.3957372392622562,4.207896241774998,1.810452723127147,0.8456340267656022,2.6597085162687013,0.6694539291775559,0.14148374808873,-0.08560806080788427,0.25113701768230223,-0.1106592630740113,0.41082265319753053,0.18957111499384566,2.161513169907777,0.21737652655554254,1.904229872067362,12.31199903708206,133473.011120954,0.0,0.0,0.0,1010,2702,0.9085850556438791,133473.011120954
RSI stair (>50d SMA): tiers 45/58 | DD overlay 15%,0.17778398501724624,134.4183412297054,-0.15000000000000005,-0.10556761124719789,0.11030393289688387,650.0,0.17573289448779336,0.18113734039128043,2.136909805196944,2.073152584196177,1.1852265667816413,0.8754471975619451,1.9807298554771442,0.37552534532660564,0.11632200796022105,-0.1179179995011439,0.2695114830337699,-0.11689302679038349,0.28307088921243084,0.121285383830227,0.7769015829304379,0.22645550606815448,1.6253451861979866,15.782908385200805,13406.415781740834,0.0,0.0,0.0,617,4373,0.7749072602013779,13406.415781740834
RSI stair (>50d SMA): tiers 45/62 | DD overlay 15%,0.18649172743274156,167.9026437854182,-0.15000000000000002,-0.09971090120945826,0.10524869023197117,709.0,0.18743183100824512,0.18243051752346062,2.2438866400098103,2.305402556663205,1.2432781828849435,0.8564992712336028,1.943256042609886,0.42057578151197766,0.14148374808873,-0.1179179995011439,0.250099124389475,-0.12463630480348653,0.34389402364123584,0.11785333319035572,0.9901447703176686,0.22318360298175016,1.3700615925273025,13.413186104521426,16721.361734756403,0.0,0.0,0.0,705,3849,0.8170376258611552,16721.361734756403
RSI stair (>50d SMA): tiers 45/65 | DD overlay 15%,0.16976923734893168,109.33828010175887,-0.15000000000000002,-0.09529496575870876,0.1019689354477205,654.0,0.1782705700698064,0.16772702575739035,2.36017355451017,2.508537208754924,1.1317949156595444,0.8440439909897973,1.954409616036218,0.42074948502620924,0.09728904664307204,-0.1179179995011439,0.2511370176823029,-0.11976734395368671,0.3235923674858261,0.10518288525666503,1.0055764507665874,0.21993134451256258,1.1880482679756108,10.944374764660026,10923.489730074129,0.0,0.0,0.0,719,3435,0.8493640699523053,10923.489730074129
RSI stair (>50d SMA): tiers 50/58 | DD overlay 15%,0.23552428489295285,568.0643386955571,-0.15000000000000002,-0.10002536534775491,0.10497714289103954,650.0,0.19442413154382315,0.17142736715544568,2.4935880925841682,2.828099779944001,1.5701618992863522,0.8580893070094077,2.159072805151352,0.48481369932869534,0.21220994752996766,-0.08560806080788427,0.2634955902026779,-0.11630953014693379,0.3433109327084958,0.16700227076353555,1.244386562221205,0.2292069070728607,2.4215501070749728,23.77232176575167,56337.36953086015,0.0,0.0,0.0,814,3780,0.8717541070482246,56337.36953086015
RSI stair (>50d SMA): tiers 50/62 | DD overlay 15%,0.21112166288642786,311.8178554655477,-0.15000000000000002,-0.09768081014719755,0.10336311195605213,709.0,0.18566173887891893,0.16279825417813873,2.4965423890181198,2.8471583032017374,1.4074777525761855,0.855174241420432,2.1228170051359725,0.4635124011300346,0.14243811404838344,-0.08560806080788427,0.25009912438947435,-0.11462408424968451,0.34066743020009915,0.14312726992771563,1.1867876018441867,0.2223824183206641,2.008435505888633,15.536394128563323,30968.967691089227,0.0,0.0,0.0,838,3692,0.8096184419713831,30968.967691089227
RSI stair (>50d SMA): tiers 50/65 | DD overlay 15%,0.22026254238945397,390.96145604723625,-0.14659679363073663,-0.08860551536682587,0.09514027450716746,710.0,0.19088286797782128,0.15137406309623855,2.763517671523569,3.4847989679211917,1.5025058661533508,0.8182059096329667,2.102221274199514,0.5275081788478094,0.14148374808873,-0.08560806080788427,0.2511370176823027,-0.10568089318149876,0.3811298209019274,0.14419219191460036,1.5027684808564983,0.2182082461976921,1.6213849011881631,11.083160204416064,38804.18414867639,0.0,0.0,0.0,970,2764,0.9566772655007949,38804.18414867639
